Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 00:37:06.619,114265.8,0.034,BTCUSDT
2025-09-30 00:37:06.619,114266.2,0.043,BTCUSDT
2025-09-30 00:37:06.619,114266.3,0.002,BTCUSDT
2025-09-30 00:37:06.619,114266.4,0.001,BTCUSDT
2025-09-30 00:37:06.619,114266.5,0.032,BTCUSDT
2025-09-30 00:37:06.619,114266.5,0.194,BTCUSDT
2025-09-30 00:37:06.699,114266.5,0.002,BTCUSDT
2025-09-30 00:37:06.699,114266.5,0.001,BTCUSDT
2025-09-30 00:37:06.699,114266.5,0.001,BTCUSDT
2025-09-30 00:37:06.699,114266.5,0.002,BTCUSDT
2025-09-30 00:37:06.699,114266.5,0.009,BTCUSDT
2025-09-30 00:37:06.699,114266.6,0.001,BTCUSDT
2025-09-30 00:37:06.699,114266.6,0.001,BTCUSDT
2025-09-30 00:37:06.699,114266.7,0.001,BTCUSDT
2025-09-30 00:37:06.699,114266.8,0.002,BTCUSDT
